granularity,record_id,repo_url,commit,batch_ids,source_entry_ids,ghsa,cve
critical_operations,critical-operation-00039,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00271""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
critical_operations,critical-operation-00040,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00272""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
critical_operations,critical-operation-00041,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00273""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
critical_operations,critical-operation-00042,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00274""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
critical_operations,critical-operation-00043,https://github.com/Tencent/WeKnora,a5d1233b969f66219cf183ec43349089169f1f88,"[""mixed-04""]","[""entry-00276""]","[""GHSA-H6GW-8F77-MMMP""]","[""CVE-2026-30858""]"
critical_operations,critical-operation-00044,https://github.com/apache/airflow,19c1a16dc8b44ba470198c300b25defc7848576f,"[""mixed-04""]","[""entry-00313""]","[""GHSA-4M3H-WP5W-5HQH""]","[""CVE-2026-26929""]"
critical_operations,critical-operation-00045,https://github.com/apache/airflow,dba47277f309255c7d40b1001578411d5cb29e2b,"[""mixed-04""]","[""entry-00315""]","[""GHSA-8X34-9Q3V-H7G8""]","[""CVE-2026-30911""]"
critical_operations,critical-operation-00046,https://github.com/apache/airflow,dba47277f309255c7d40b1001578411d5cb29e2b,"[""mixed-04""]","[""entry-00314""]","[""GHSA-8X34-9Q3V-H7G8""]","[""CVE-2026-30911""]"
critical_operations,critical-operation-00047,https://github.com/apache/airflow,dba47277f309255c7d40b1001578411d5cb29e2b,"[""mixed-04""]","[""entry-00316""]","[""GHSA-8X34-9Q3V-H7G8""]","[""CVE-2026-30911""]"
critical_operations,critical-operation-00048,https://github.com/apache/airflow,df4cb30b116c8628afc465876e08d58f2bcb897b,"[""mixed-04""]","[""entry-00464""]","[""GHSA-Q2HG-643C-GW8H""]",[]
critical_operations,critical-operation-00049,https://github.com/aquasecurity/trivy,1885610c6a34811c8296416ae69f568002ef11ec,"[""mixed-04""]","[""entry-00334""]","[""GHSA-69FQ-XP46-6X23""]","[""CVE-2026-33634""]"
critical_operations,critical-operation-00050,https://github.com/aquasecurity/trivy,1885610c6a34811c8296416ae69f568002ef11ec,"[""mixed-04""]","[""entry-00332""]","[""GHSA-69FQ-XP46-6X23""]","[""CVE-2026-33634""]"
critical_operations,critical-operation-00051,https://github.com/aquasecurity/trivy,1885610c6a34811c8296416ae69f568002ef11ec,"[""mixed-04""]","[""entry-00333""]","[""GHSA-69FQ-XP46-6X23""]","[""CVE-2026-33634""]"
critical_operations,critical-operation-00052,https://github.com/czlonkowski/n8n-mcp,ff486ea04f0b20460141e5ef2be3d518e1772b80,"[""mixed-04""]","[""entry-00507""]","[""GHSA-75HX-XJ24-MQRW""]",[]
critical_operations,critical-operation-00053,https://github.com/czlonkowski/n8n-mcp,ff486ea04f0b20460141e5ef2be3d518e1772b80,"[""mixed-04""]","[""entry-00506""]","[""GHSA-75HX-XJ24-MQRW""]",[]
critical_operations,critical-operation-00054,https://github.com/google/adk-python,d1121317ef4e1ac559f4ae13855ac1af28eef8f6,"[""mixed-04""]","[""entry-00435""]","[""GHSA-RG7C-G689-FR3X""]","[""CVE-2026-4810""]"
critical_operations,critical-operation-00055,https://github.com/google/adk-python,d1121317ef4e1ac559f4ae13855ac1af28eef8f6,"[""mixed-04""]","[""entry-00431""]","[""GHSA-RG7C-G689-FR3X""]","[""CVE-2026-4810""]"
critical_operations,critical-operation-00056,https://github.com/google/adk-python,d1121317ef4e1ac559f4ae13855ac1af28eef8f6,"[""mixed-04""]","[""entry-00432""]","[""GHSA-RG7C-G689-FR3X""]","[""CVE-2026-4810""]"
critical_operations,critical-operation-00057,https://github.com/jlowin/fastmcp,6bade1cbd973cbbbca26a84ed7c4cc58ecfda5b3,"[""mixed-05""]","[""entry-00311""]","[""GHSA-5H2M-4Q8J-PQPJ""]","[""CVE-2025-69196""]"
critical_operations,critical-operation-00058,https://github.com/langchain-ai/langchain,b7d1831f9d3560ed4fb45134861eef3f4544eff3,"[""mixed-04""]","[""entry-00066""]","[""GHSA-6QV9-48XG-FC7F""]","[""CVE-2025-65106""]"
critical_operations,critical-operation-00059,https://github.com/langchain-ai/langchain,b7d1831f9d3560ed4fb45134861eef3f4544eff3,"[""mixed-04""]","[""entry-00068""]","[""GHSA-6QV9-48XG-FC7F""]","[""CVE-2025-65106""]"
critical_operations,critical-operation-00060,https://github.com/langchain-ai/langchain,b7d1831f9d3560ed4fb45134861eef3f4544eff3,"[""mixed-04""]","[""entry-00067""]","[""GHSA-6QV9-48XG-FC7F""]","[""CVE-2025-65106""]"
critical_operations,critical-operation-00061,https://github.com/langflow-ai/langflow,73c1f203b0205d00928a0af7fa0e0fc93170f03e,"[""mixed-03""]","[""entry-00372"",""entry-00373""]","[""GHSA-8C4J-F57C-35CF""]","[""CVE-2026-34046""]"
critical_operations,critical-operation-00062,https://github.com/langflow-ai/langflow,73c1f203b0205d00928a0af7fa0e0fc93170f03e,"[""mixed-03""]","[""entry-00374""]","[""GHSA-8C4J-F57C-35CF""]","[""CVE-2026-34046""]"
critical_operations,critical-operation-00063,https://github.com/langflow-ai/langflow,908c141d972118286d682124ce53ced16a4140ea,"[""mixed-03""]","[""entry-00072""]","[""GHSA-C5CP-VX83-JHQX""]","[""CVE-2026-21445""]"
critical_operations,critical-operation-00064,https://github.com/langflow-ai/langflow,908c141d972118286d682124ce53ced16a4140ea,"[""mixed-03""]","[""entry-00071""]","[""GHSA-C5CP-VX83-JHQX""]","[""CVE-2026-21445""]"
critical_operations,critical-operation-00065,https://github.com/langflow-ai/langflow,922a49acac1449bebcc50b2e4ac253e7a1235c92,"[""mixed-03""]","[""entry-00324""]","[""GHSA-7GRX-3XCX-2XV5""]","[""CVE-2026-33484""]"
critical_operations,critical-operation-00066,https://github.com/langflow-ai/langflow,e8bbae8eeb8729abd650f07bfc55957cbdbc1636,"[""mixed-03""]","[""entry-00321""]","[""GHSA-G2J9-7RJ2-GM6C""]","[""CVE-2026-33309""]"
critical_operations,critical-operation-00067,https://github.com/milvus-io/milvus,2fad5b34f7d3cf44cf0436ae7f1f31fabf17b6a0,"[""mixed-04""]","[""entry-00058""]","[""GHSA-MHJQ-8C7M-3F7P""]","[""CVE-2025-64513""]"
critical_operations,critical-operation-00068,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00117""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
critical_operations,critical-operation-00069,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00120""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
critical_operations,critical-operation-00070,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00118""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
critical_operations,critical-operation-00071,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00119""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
critical_operations,critical-operation-00072,https://github.com/mlflow/mlflow,083eac9cd0be4a8934fac7010f9248c7888c6da4,"[""mixed-04""]","[""entry-00415""]","[""GHSA-7QHF-V65M-G5F3""]","[""CVE-2026-0545""]"
critical_operations,critical-operation-00073,https://github.com/mlflow/mlflow,083eac9cd0be4a8934fac7010f9248c7888c6da4,"[""mixed-04""]","[""entry-00414""]","[""GHSA-7QHF-V65M-G5F3""]","[""CVE-2026-0545""]"
critical_operations,critical-operation-00074,https://github.com/mlflow/mlflow,083eac9cd0be4a8934fac7010f9248c7888c6da4,"[""mixed-04""]","[""entry-00413""]","[""GHSA-7QHF-V65M-G5F3""]","[""CVE-2026-0545""]"
critical_operations,critical-operation-00075,https://github.com/mlflow/mlflow,083eac9cd0be4a8934fac7010f9248c7888c6da4,"[""mixed-04""]","[""entry-00416""]","[""GHSA-7QHF-V65M-G5F3""]","[""CVE-2026-0545""]"
critical_operations,critical-operation-00076,https://github.com/mlflow/mlflow,ba41980d604d7fd7964b038945989a5077d1a645,"[""mixed-04""]","[""entry-00101""]","[""GHSA-4X5P-F36R-MXXR""]","[""CVE-2025-10279""]"
critical_operations,critical-operation-00077,https://github.com/mlflow/mlflow,ba41980d604d7fd7964b038945989a5077d1a645,"[""mixed-04""]","[""entry-00102""]","[""GHSA-4X5P-F36R-MXXR""]","[""CVE-2025-10279""]"
critical_operations,critical-operation-00078,https://github.com/modelcontextprotocol/typescript-sdk,50d9fa3cd12e807e7963bcb9e1548786d3d5d941,"[""mixed-04""]","[""entry-00114""]","[""GHSA-345P-7CG4-V4C7""]","[""CVE-2026-25536""]"
critical_operations,critical-operation-00079,https://github.com/modelcontextprotocol/typescript-sdk,50d9fa3cd12e807e7963bcb9e1548786d3d5d941,"[""mixed-04""]","[""entry-00115""]","[""GHSA-345P-7CG4-V4C7""]","[""CVE-2026-25536""]"
critical_operations,critical-operation-00080,https://github.com/n8n-io/n8n,008cd8d08369ad188625fb5efaa6fa3707c1548e,"[""mixed-01""]","[""entry-00082""]","[""GHSA-V98V-FF95-F3CP""]","[""CVE-2025-68613""]"
critical_operations,critical-operation-00081,https://github.com/n8n-io/n8n,008cd8d08369ad188625fb5efaa6fa3707c1548e,"[""mixed-01""]","[""entry-00083""]","[""GHSA-V98V-FF95-F3CP""]","[""CVE-2025-68613""]"
critical_operations,critical-operation-00082,https://github.com/n8n-io/n8n,24af748fd3c809920afddfe58bf99c7fce6063d9,"[""mixed-01""]","[""entry-00113""]","[""GHSA-HV53-3329-VMRM""]","[""CVE-2026-25056""]"
critical_operations,critical-operation-00083,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00189""]","[""GHSA-2P9H-RQJW-GM92""]","[""CVE-2026-27578""]"
critical_operations,critical-operation-00084,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00175""]","[""GHSA-JJPJ-P2WH-QF23""]","[""CVE-2026-27495""]"
critical_operations,critical-operation-00085,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00174""]","[""GHSA-JJPJ-P2WH-QF23""]","[""CVE-2026-27495""]"
critical_operations,critical-operation-00086,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00190""]","[""GHSA-2P9H-RQJW-GM92""]","[""CVE-2026-27578""]"
critical_operations,critical-operation-00087,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00191""]","[""GHSA-2P9H-RQJW-GM92""]","[""CVE-2026-27578""]"
critical_operations,critical-operation-00088,https://github.com/n8n-io/n8n,4bb3552d8a0c57b65571f06bdd976bb7431e81b2,"[""mixed-01""]","[""entry-00107""]","[""GHSA-9G95-QF3F-GGRW""]","[""CVE-2026-25053""]"
critical_operations,critical-operation-00089,https://github.com/n8n-io/n8n,4bb3552d8a0c57b65571f06bdd976bb7431e81b2,"[""mixed-01""]","[""entry-00108""]","[""GHSA-9G95-QF3F-GGRW""]","[""CVE-2026-25053""]"
critical_operations,critical-operation-00090,https://github.com/n8n-io/n8n,4bb3552d8a0c57b65571f06bdd976bb7431e81b2,"[""mixed-01""]","[""entry-00109""]","[""GHSA-9G95-QF3F-GGRW""]","[""CVE-2026-25053""]"
critical_operations,critical-operation-00091,https://github.com/n8n-io/n8n,60670e1e40d304a4c46687a20ecaaf239e729632,"[""mixed-01""]","[""entry-00086""]","[""GHSA-58JC-RCG5-95F3""]","[""CVE-2025-61914""]"
critical_operations,critical-operation-00092,https://github.com/n8n-io/n8n,60670e1e40d304a4c46687a20ecaaf239e729632,"[""mixed-01""]","[""entry-00084""]","[""GHSA-58JC-RCG5-95F3""]","[""CVE-2025-61914""]"
critical_operations,critical-operation-00093,https://github.com/n8n-io/n8n,60670e1e40d304a4c46687a20ecaaf239e729632,"[""mixed-01""]","[""entry-00085""]","[""GHSA-58JC-RCG5-95F3""]","[""CVE-2025-61914""]"
critical_operations,critical-operation-00094,https://github.com/n8n-io/n8n,6d2e489e54d1d463dcd40e8b9c46fcd36c09f5e1,"[""mixed-01""]","[""entry-00357""]","[""GHSA-FXCW-H3QJ-8M8P""]","[""CVE-2026-33722""]"
critical_operations,critical-operation-00095,https://github.com/n8n-io/n8n,732f2a3d3ddba59fb6e51bf2534fd33792a2cde3,"[""mixed-01""]","[""entry-00359""]","[""GHSA-MXRG-77HM-89HV""]","[""CVE-2026-33696""]"
critical_operations,critical-operation-00096,https://github.com/n8n-io/n8n,732f2a3d3ddba59fb6e51bf2534fd33792a2cde3,"[""mixed-01""]","[""entry-00360""]","[""GHSA-MXRG-77HM-89HV""]","[""CVE-2026-33696""]"
critical_operations,critical-operation-00097,https://github.com/n8n-io/n8n,732f2a3d3ddba59fb6e51bf2534fd33792a2cde3,"[""mixed-01""]","[""entry-00361""]","[""GHSA-MXRG-77HM-89HV""]","[""CVE-2026-33696""]"
critical_operations,critical-operation-00098,https://github.com/n8n-io/n8n,8a5d4d5746f55a2fbb1566508bccfa729a304b60,"[""mixed-01""]","[""entry-00111""]","[""GHSA-QPQ4-PW7F-PP8W""]","[""CVE-2026-25054""]"
critical_operations,critical-operation-00099,https://github.com/n8n-io/n8n,8a5d4d5746f55a2fbb1566508bccfa729a304b60,"[""mixed-01""]","[""entry-00110""]","[""GHSA-QPQ4-PW7F-PP8W""]","[""CVE-2026-25054""]"
critical_operations,critical-operation-00100,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00182""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
critical_operations,critical-operation-00101,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00181""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
critical_operations,critical-operation-00102,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00180""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
critical_operations,critical-operation-00103,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00178""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
critical_operations,critical-operation-00104,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00179""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
critical_operations,critical-operation-00105,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00177""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
critical_operations,critical-operation-00106,https://github.com/n8n-io/n8n,e45a4b1073d85d04d6455a4f18482838a7840124,"[""mixed-01""]","[""entry-00087""]","[""GHSA-V4PR-FM98-W9PG""]","[""CVE-2026-21858""]"
critical_operations,critical-operation-00107,https://github.com/nltk/nltk,40d0bc1d484a3458d6a63ecb5ba4957ab16ba14e,"[""mixed-05""]","[""entry-00319""]","[""GHSA-JM6W-M3J8-898G""]","[""CVE-2026-33231""]"
critical_operations,critical-operation-00108,https://github.com/ollama/ollama,7325791599409de52534429897481918717a9e85,"[""mixed-05""]","[""entry-00076""]","[""GHSA-F6MR-38G8-39RG""]","[""CVE-2025-63389""]"
critical_operations,critical-operation-00109,https://github.com/ollama/ollama,7325791599409de52534429897481918717a9e85,"[""mixed-05""]","[""entry-00078""]","[""GHSA-F6MR-38G8-39RG""]","[""CVE-2025-63389""]"
critical_operations,critical-operation-00110,https://github.com/onnx/onnx,bca0315ff3e56bb5847509ca32fadb8d87f680e1,"[""mixed-05""]","[""entry-00463""]","[""GHSA-Q56X-G2FJ-4RJ6""]",[]
critical_operations,critical-operation-00111,https://github.com/onnx/onnx,bca0315ff3e56bb5847509ca32fadb8d87f680e1,"[""mixed-05""]","[""entry-00462""]","[""GHSA-Q56X-G2FJ-4RJ6""]",[]
critical_operations,critical-operation-00112,https://github.com/open-webui/open-webui,9942de8011d4b5a141ac507c974c061c0cdad59a,"[""mixed-05""]","[""entry-00057""]","[""GHSA-W7XJ-8FX7-WFCH""]","[""CVE-2025-64495""]"
critical_operations,critical-operation-00113,https://github.com/open-webui/open-webui,e4e69a10ec08a725bf2ab3db499ef664f2bd7570,"[""mixed-05""]","[""entry-00401""]","[""GHSA-7429-HXCV-268M""]","[""CVE-2026-34222""]"
critical_operations,critical-operation-00117,https://github.com/openclaw/openclaw,12dc299cdef3759486b52033e78b550d985c3371,"[""openclaw-01""]","[""entry-00306""]","[""GHSA-WCXR-59V9-RXR8""]","[""CVE-2026-32918""]"
critical_operations,critical-operation-00118,https://github.com/openclaw/openclaw,12dc299cdef3759486b52033e78b550d985c3371,"[""openclaw-01""]","[""entry-00305"",""entry-00307""]","[""GHSA-WCXR-59V9-RXR8""]","[""CVE-2026-32918""]"
critical_operations,critical-operation-00119,https://github.com/openclaw/openclaw,12dc299cdef3759486b52033e78b550d985c3371,"[""openclaw-01""]","[""entry-00304""]","[""GHSA-WCXR-59V9-RXR8""]","[""CVE-2026-32918""]"
critical_operations,critical-operation-00123,https://github.com/openclaw/openclaw,1f14c8d96b8662e155d5c10ea650da868e1a9e63,"[""openclaw-01""]","[""entry-00502""]","[""GHSA-XH72-V6V9-MWHC""]",[]
critical_operations,critical-operation-00124,https://github.com/openclaw/openclaw,1f14c8d96b8662e155d5c10ea650da868e1a9e63,"[""openclaw-01""]","[""entry-00504""]","[""GHSA-XH72-V6V9-MWHC""]",[]
critical_operations,critical-operation-00125,https://github.com/openclaw/openclaw,1f14c8d96b8662e155d5c10ea650da868e1a9e63,"[""openclaw-01""]","[""entry-00501""]","[""GHSA-XH72-V6V9-MWHC""]",[]
critical_operations,critical-operation-00126,https://github.com/openclaw/openclaw,1f14c8d96b8662e155d5c10ea650da868e1a9e63,"[""openclaw-01""]","[""entry-00503""]","[""GHSA-XH72-V6V9-MWHC""]",[]
